C_bridge,0.000000002,
C_driver,0.000000002,
I_control,0.002,
R_ind,50000000,
R_sw,0.001,
Area_driver,0.000001,
Leak_sw,1,
Switching_loss,0.0000001,
Area_driver_controller,0.00000005,
L_density,0.002,
C_density,0.05,
